timestamp,event,mint,symbol,setup,price_usd,size_usd,fee_usd,pnl_usd,rug_verdict,movement,features,reason
2026-08-27 18:18:48,SCREEN,E3i7sTY5QYEBh3itepnomZQt7Eh5kzmHFk1vkm2pump,cc,,,,,,SAFE,,,"SAFE score=84 | warn:organic_buyers_5m,order_flow_5m"
2026-08-27 18:18:52,SCREEN,Ge87EtsjwRQbHaqQmKRno69RFTwh9bfSsm99XNxTpump,Jimothy,,,,,,SAFE,,,SAFE score=100
2026-08-27 18:19:06,SCREEN,7n8kRipxAQBfpGQtcGA2AbkM2HASSVCzqZ5F3QEopump,Zoe,,,,,,SAFE,,,SAFE score=92 | warn:dev_history
2026-08-27 18:19:11,SCREEN,DMXBsVBwfuzc5axa2vz6Ba2BzAxcUmn6V7ZtsJFEpump,TOADS,,,,,,SAFE,,,"SAFE score=84 | warn:dev_history,order_flow_5m"
2026-08-27 18:19:20,SCREEN,zj1jpp7QMveWHLs61vL9KMZf254KvW7j4AAmBF8ry2k,BULLSHIT,,,,,,SAFE,,,SAFE score=100
2026-08-27 18:20:54,SKIP,FZqdw6oSDCbHtKYxmhnfbi97SnyVy8jaYpdCoMrrjKa2,Pistacio,,,,,,SAFE,,,no_price_data (5 ticks / 151s)
2026-08-27 18:20:57,SKIP,AA33znW3bciXvrj8AUwPryVgDiasmEGxaqCwjHEWGdkd,b,,,,,,SAFE,,,no_price_data (5 ticks / 151s)
2026-08-27 18:21:23,SKIP,6GmAFSYs4gk3FDao5FzzySQpPZaWsa4rUJHacpMpUNgx,STONK,,,,,,SAFE,,,no_price_data (6 ticks / 168s)
2026-08-27 18:21:24,SKIP,4kjruqGHDsSqkMdFfCjV7Vb62HPFhtXyWc2t6JpQzDnz,GTA6,,,,,,SAFE,,,no_price_data (6 ticks / 166s)
2026-08-27 18:21:26,SKIP,E3i7sTY5QYEBh3itepnomZQt7Eh5kzmHFk1vkm2pump,cc,,,,,,SAFE,,,no_price_data (6 ticks / 158s)
2026-08-27 18:21:27,SKIP,Ge87EtsjwRQbHaqQmKRno69RFTwh9bfSsm99XNxTpump,Jimothy,,,,,,SAFE,,,no_price_data (6 ticks / 155s)
2026-08-27 18:21:37,SKIP,7n8kRipxAQBfpGQtcGA2AbkM2HASSVCzqZ5F3QEopump,Zoe,,,,,,SAFE,,,no_price_data (7 ticks / 151s)
2026-08-27 18:21:46,SKIP,DMXBsVBwfuzc5axa2vz6Ba2BzAxcUmn6V7ZtsJFEpump,TOADS,,,,,,SAFE,,,no_price_data (8 ticks / 155s)
2026-08-27 18:21:55,SKIP,zj1jpp7QMveWHLs61vL9KMZf254KvW7j4AAmBF8ry2k,BULLSHIT,,,,,,SAFE,,,no_price_data (9 ticks / 155s)
2026-08-27 18:25:28,SCREEN,FZqdw6oSDCbHtKYxmhnfbi97SnyVy8jaYpdCoMrrjKa2,Pistacio,,,,,,SAFE,,,SAFE score=92 | warn:dev_history
2026-08-27 18:25:31,SCREEN,AA33znW3bciXvrj8AUwPryVgDiasmEGxaqCwjHEWGdkd,b,,,,,,SAFE,,,"SAFE score=84 | warn:dev_history,organic_buyers_5m"
2026-08-27 18:25:36,SCREEN,6ismWYLTwvzngqAzeWLhAfq1jSY2yv8hG55te1HnTw9j,MUFASA,,,,,,SAFE,,,SAFE score=100
2026-08-27 18:25:41,SCREEN,TTWofwAge91oFhZs7kpQdyrVRkmevgM88xijGvQFbKo,TTWO,,,,,,RUG_RISK,,,"RUG_RISK score=92 | hard_fail:mint_authority,freeze_authority,top10_holders | warn:organic_buyers_5m"
2026-08-27 18:25:41,SKIP,TTWofwAge91oFhZs7kpQdyrVRkmevgM88xijGvQFbKo,TTWO,,,,,,RUG_RISK,,,"rug_screen: RUG_RISK score=92 | hard_fail:mint_authority,freeze_authority,top10_holders | warn:organic_buyers_5m"
2026-08-27 18:25:44,SCREEN,6GmAFSYs4gk3FDao5FzzySQpPZaWsa4rUJHacpMpUNgx,STONK,,,,,,SAFE,,,"SAFE score=84 | warn:dev_history,organic_buyers_5m"
2026-08-27 18:25:48,SCREEN,4kjruqGHDsSqkMdFfCjV7Vb62HPFhtXyWc2t6JpQzDnz,GTA6,,,,,,SAFE,,,SAFE score=92 | warn:dev_history
2026-08-27 18:25:53,SCREEN,SKHYhSjuRWHgikq8eRKbtBbpABgJSkd7ytQV14i9EQ3,SKHY,,,,,,RUG_RISK,,,"RUG_RISK score=92 | hard_fail:mint_authority,freeze_authority,top1_holder,top10_holders | warn:organic_buyers_5m"
2026-08-27 18:25:53,SKIP,SKHYhSjuRWHgikq8eRKbtBbpABgJSkd7ytQV14i9EQ3,SKHY,,,,,,RUG_RISK,,,"rug_screen: RUG_RISK score=92 | hard_fail:mint_authority,freeze_authority,top1_holder,top10_holders | warn:organic_buyers_5m"
2026-08-27 18:25:55,SCREEN,E3i7sTY5QYEBh3itepnomZQt7Eh5kzmHFk1vkm2pump,cc,,,,,,SAFE,,,"SAFE score=84 | warn:organic_buyers_5m,order_flow_5m"
2026-08-27 18:26:00,SCREEN,Ge87EtsjwRQbHaqQmKRno69RFTwh9bfSsm99XNxTpump,Jimothy,,,,,,SAFE,,,SAFE score=100
2026-08-27 18:26:04,SCREEN,7n8kRipxAQBfpGQtcGA2AbkM2HASSVCzqZ5F3QEopump,Zoe,,,,,,SAFE,,,"SAFE score=84 | warn:dev_history,order_flow_5m"
2026-08-27 18:26:07,SCREEN,DMXBsVBwfuzc5axa2vz6Ba2BzAxcUmn6V7ZtsJFEpump,TOADS,,,,,,SAFE,,,SAFE score=92 | warn:dev_history
2026-08-27 18:26:15,SCREEN,zj1jpp7QMveWHLs61vL9KMZf254KvW7j4AAmBF8ry2k,BULLSHIT,,,,,,SAFE,,,SAFE score=100
2026-08-27 18:28:19,SKIP,FZqdw6oSDCbHtKYxmhnfbi97SnyVy8jaYpdCoMrrjKa2,Pistacio,,,,,,SAFE,,,no_price_data (6 ticks / 171s)
2026-08-27 18:28:22,SKIP,AA33znW3bciXvrj8AUwPryVgDiasmEGxaqCwjHEWGdkd,b,,,,,,SAFE,,,no_price_data (6 ticks / 171s)
2026-08-27 18:28:24,SKIP,6ismWYLTwvzngqAzeWLhAfq1jSY2yv8hG55te1HnTw9j,MUFASA,,,,,,SAFE,,,no_price_data (6 ticks / 168s)
2026-08-27 18:28:26,SKIP,6GmAFSYs4gk3FDao5FzzySQpPZaWsa4rUJHacpMpUNgx,STONK,,,,,,SAFE,,,no_price_data (6 ticks / 162s)
2026-08-27 18:28:28,SKIP,4kjruqGHDsSqkMdFfCjV7Vb62HPFhtXyWc2t6JpQzDnz,GTA6,,,,,,SAFE,,,no_price_data (6 ticks / 160s)
2026-08-27 18:28:33,SKIP,E3i7sTY5QYEBh3itepnomZQt7Eh5kzmHFk1vkm2pump,cc,,,,,,SAFE,,,no_price_data (6 ticks / 158s)
2026-08-27 18:28:35,SKIP,Ge87EtsjwRQbHaqQmKRno69RFTwh9bfSsm99XNxTpump,Jimothy,,,,,,SAFE,,,no_price_data (6 ticks / 155s)
2026-08-27 18:28:37,SKIP,7n8kRipxAQBfpGQtcGA2AbkM2HASSVCzqZ5F3QEopump,Zoe,,,,,,SAFE,,,no_price_data (6 ticks / 153s)
